       -1.16249119       -1.03384931       -0.80102086       -0.35291209
       -1.16224885        1.03727484       -0.79811163       -0.35462712
       -0.00000167       -0.00222765        0.23614397       -1.51252492
        1.41124256       -0.00110161        0.68241702        0.48355477
        0.00000733       -1.69918523        0.40332754        0.26880425
        0.00000309       -0.95144471        1.71851793       -0.18775739
       -0.00000006        0.00239837       -1.93362439        0.16196375
       -0.00000294        0.93333845        1.72634664       -0.18003191
       -0.00000755        1.69853772        0.41262873        0.25857105
        1.16224114        1.03728856       -0.79811164       -0.35462581
        0.00000106        0.00416861       -0.39024081        1.54055126
       -1.41124239       -0.00111263        0.68241708        0.48355787
        1.16249688       -1.03383582       -0.80102049       -0.35291704
