      -56.61779677       64.15196848       15.68330790        5.85565534        0.00936119
      -51.95017109       55.12190872       23.78187680        6.39758806        0.53525068
      -43.36120924       57.28486880       22.61646658        6.40424629        0.01100330
      -26.41851739       64.13371909       23.92653270        5.80383317        0.14134896
      -56.60906018      100.14411720       20.36806472        9.39741691        0.18683957
       27.28853373       58.26531548       21.77718360        4.49821920        0.00807554
      -43.25283726       60.04948554       21.86372070        6.39580996        0.00844029
      -26.48417768       64.13378884       26.78018697        7.58557758        0.01050160
      -12.81756030       83.27264923       18.47264249        7.21826392        0.03392315
      -12.90378515       49.15410589       26.13329507        8.55122313        0.02025785
       -3.65372626       67.38031527       23.95547920        4.94254520        0.01657530
      -68.99319420       64.13384067       24.29555258        5.23826318        0.01028934
       41.37972726       64.09440891       18.55054626        5.85815332        0.00813324
